customer_id,age,income,employment_years,credit_score,loan_amount,debt_to_income_ratio,existing_loans_count,missed_payments_last_year,risk_score,default,risk_category
4853,46,1521996,8,456,1082072.0661674766,0.710955919836502,4,1,0.5302925849485414,1,Medium
4854,47,376757,5,629,113474.14924557816,0.3011865718369616,5,0,0.37389863609899404,0,Medium
4855,41,1897259,22,321,328050.68927003804,0.17290769961825878,4,4,0.5768182267898291,1,Medium
4856,38,433407,25,771,113975.7595953849,0.262976277714446,7,0,0.2893778566617703,0,Low
4857,33,1974842,0,563,1504532.705878834,0.7618496598101692,1,1,0.5002983298841118,0,Medium
4858,36,1811904,2,602,767768.5886161503,0.4237357987046501,2,1,0.36199394346387376,0,Medium
4859,29,955860,29,764,375654.56040861737,0.39300165338921744,1,1,0.24271225102416386,0,Low
4860,32,1997405,9,463,218034.82050841855,0.10915904411394713,6,5,0.5339226218098024,1,Medium
4861,64,668742,4,435,90755.16276033316,0.13571027804494581,2,4,0.5330547132713268,0,Medium
4862,58,698759,11,551,396956.0092886799,0.5680871506323066,0,2,0.44427313073252195,0,Medium
4863,39,1007597,22,504,516775.2894762702,0.5128789481074976,5,4,0.5782301253188457,1,Medium
4864,27,1706891,0,601,858343.9510629828,0.5028698089467827,6,1,0.5064671529581877,1,Medium
4865,55,1993287,8,541,353262.3082075336,0.1772260132171301,7,4,0.4834611973909007,1,Medium
4866,38,1045076,20,360,362059.07519127696,0.34644281869574745,0,3,0.5340656103192359,0,Medium
4867,36,830901,12,764,555582.5328279663,0.6686506970481035,0,3,0.35291367982920113,0,Medium
4868,59,1196465,27,601,266139.11026639363,0.22243785674164612,2,2,0.3472263739457318,0,Medium
4869,24,1546511,18,771,1110210.9802428691,0.7178810756877055,7,4,0.45725166030500525,0,Medium
4870,45,1162634,6,693,215127.7615734927,0.18503481024423224,0,5,0.3546964072436516,0,Medium
4871,52,2292335,25,558,500656.35076884064,0.2184045310867917,1,4,0.37593755616740826,0,Medium
4872,60,1870925,15,841,812776.5422500776,0.43442497280760994,6,3,0.29973955300308036,0,Low
4873,33,385666,7,829,293765.62306433474,0.7617099331139762,7,1,0.3927789829864316,0,Medium
4874,37,1135489,25,486,375487.33445676824,0.33068337470179654,2,0,0.38477106099430536,0,Medium
4875,57,1105378,25,511,619843.5824982463,0.5607525954906343,4,1,0.47465168281441056,1,Medium
4876,26,909525,18,334,465740.3568724252,0.5120698791923534,7,2,0.6596597700968438,1,High
4877,39,567913,6,446,116272.14825405879,0.20473584555039026,6,0,0.4753215582009871,0,Medium
4878,33,1427775,22,581,390806.0483466361,0.27371683097591437,2,1,0.33173343903538616,0,Medium
4879,46,466234,3,846,350191.5934605738,0.7511069408506754,6,4,0.4648317684298754,0,Medium
4880,34,2352004,9,548,539504.4099054093,0.22938073655716967,1,5,0.4182635197789664,1,Medium
4881,51,2430586,24,356,1425555.5155302254,0.5865069228285793,5,4,0.6298701523579237,1,High
4882,24,1108534,0,604,859431.0435023921,0.7752861378202132,1,3,0.5715470363952114,1,Medium
4883,59,1370112,16,821,251626.81579177338,0.18365419454159468,1,4,0.24054897158975513,0,Low
4884,28,1453215,20,660,551389.5791090408,0.37942739313112017,0,4,0.3634278742972197,0,Medium
4885,45,743604,12,536,190922.18683533804,0.2567525011099161,6,2,0.47483111544675843,0,Medium
4886,33,1503307,18,533,383483.1860314099,0.25509306218318006,5,5,0.519305334487217,1,Medium
4887,52,2113743,25,522,387428.1463973922,0.1832900907997766,4,0,0.32182458187623897,0,Medium
4888,58,2247188,12,626,1246483.3382359901,0.5546858287940262,5,1,0.3727159794251389,0,Medium
4889,58,323088,8,397,201103.04235102245,0.6224404569374983,4,1,0.5980912669141951,0,Medium
4890,48,1417040,4,525,813034.8295813501,0.5737557370161394,3,2,0.48774487207855255,0,Medium
4891,50,2389585,22,788,1785640.1408959045,0.747259520333407,5,0,0.2690994470367548,0,Low
4892,23,2240929,0,777,452612.0069992183,0.20197516610263794,5,4,0.3886409901036445,0,Medium
4893,48,1146430,1,633,371319.2319868409,0.32389176136950437,6,5,0.5427263470790956,0,Medium
4894,23,2175390,10,811,742245.171149038,0.3412009667917192,1,2,0.18941939855314904,0,Low
4895,54,2095216,27,681,549905.0961055873,0.26245747269283326,5,4,0.3712283090840212,0,Medium
4896,36,1386315,3,722,276630.09301127563,0.19954346090987665,0,1,0.22091063763652077,0,Low
4897,42,1488037,8,647,655766.6461448229,0.4406924331483847,6,2,0.41462422163689194,0,Medium
4898,52,317352,4,452,217102.95938807525,0.6841077396331999,2,5,0.6759716237707959,1,High
4899,58,426788,4,751,327849.07028755225,0.7681778079223227,7,2,0.47956404158446453,1,Medium
4900,28,714364,24,589,136113.8039758944,0.19053844255294836,0,2,0.3396240376014988,0,Medium
4901,28,2322875,7,418,1570751.4423116196,0.6762100596509152,1,1,0.47402181712498825,1,Medium
4902,26,1276124,1,513,864199.8326740569,0.6772067860756924,0,5,0.598850942669684,0,Medium
4903,34,940245,6,738,350038.8137294354,0.3722846850867969,5,1,0.3238341500043724,0,Medium
4904,52,842036,16,746,149057.83321785915,0.1770207369018179,7,3,0.3637868785033582,0,Medium
4905,55,1961500,25,341,1555480.4936775588,0.7930056047298286,1,5,0.6721820799869247,1,High
4906,30,2037627,26,694,1138860.5420121416,0.5589151213701731,6,1,0.3489686609647513,0,Medium
4907,23,415158,10,546,326952.28025345074,0.7875369865291063,7,5,0.6934465318512758,1,High
4908,32,1568165,14,590,687732.6562275428,0.438558860979261,5,1,0.3985349557456358,0,Medium
4909,51,1544930,24,547,581874.8649745752,0.3766350999557101,7,4,0.5303480018093238,1,Medium
4910,49,2102180,2,748,573957.8547128981,0.2730298331793177,2,1,0.22733261944971636,0,Low
4911,25,1620966,12,383,1278132.3413970685,0.7885004012404138,2,5,0.6763069946936372,1,High
4912,45,2456547,17,520,681151.569868018,0.2772800886235916,4,0,0.32989255042313104,0,Medium
4913,61,1302378,19,350,151901.4636424264,0.11663392935263525,5,4,0.5858420554809167,1,Medium
4914,51,1661020,19,849,761956.1990371136,0.4587278895119346,3,5,0.3237982843958934,0,Medium
4915,41,522143,2,486,190026.29291515893,0.36393534513564085,0,5,0.5668710459968251,0,Medium
4916,40,700623,1,824,198253.7155900851,0.28296775240048516,3,5,0.38797122788269445,1,Medium
4917,59,334111,4,522,181831.78668394897,0.5442256815368215,0,3,0.5142079690346371,0,Medium
4918,42,782333,19,764,277718.8508092006,0.3549880304284756,4,0,0.256574415955825,0,Low
4919,24,1839605,4,718,701948.4217815127,0.38157562182181104,4,3,0.3538737815072194,0,Medium
4920,33,340565,12,386,39550.46826312264,0.11613192272583102,2,2,0.5011402480816298,1,Medium
4921,62,1579938,27,558,809480.6813013825,0.5123496499871403,6,2,0.47437630610132414,0,Medium
4922,40,911204,27,480,168982.52747652133,0.18544972089292994,6,2,0.48538204391884576,1,Medium
4923,33,1428128,7,610,356551.29386722064,0.24966340122679526,2,1,0.31660626154406035,0,Medium
4924,37,1338734,26,472,805894.4059220278,0.6019824744288468,7,1,0.5410962931349277,0,Medium
4925,56,338233,15,621,107987.61890375396,0.31926990832873775,5,4,0.4937305058215917,1,Medium
4926,53,1869986,17,639,400639.1489869058,0.2142471382068667,2,0,0.23644969904108476,0,Low
4927,21,584839,24,795,294874.012520712,0.5041969029437366,5,0,0.2878743920173188,0,Low
4928,35,1307992,25,544,327564.5521000068,0.25043314645655845,0,5,0.44634037586473824,1,Medium
4929,33,1999304,15,804,579167.8789563464,0.28968474977109354,5,2,0.2449160886555174,0,Low
4930,37,473806,0,628,253456.60517236358,0.5349375169845118,6,2,0.5750222763839153,1,Medium
4931,44,643401,7,495,397559.56699392694,0.6179032469547404,3,5,0.6291108431571818,1,High
4932,28,2271443,27,361,1403210.6700237882,0.617761779636904,6,1,0.5631621683949133,0,Medium
4933,47,544300,20,324,238169.56235690508,0.4375703883095813,3,3,0.6380883980082365,1,High
4934,43,450933,1,677,188493.52828055245,0.4180078377066049,2,5,0.5042265852036586,0,Medium
4935,28,1079470,23,594,703114.5429154809,0.6513516289618803,4,0,0.4113101405109908,1,Medium
4936,28,964729,4,351,226831.23812615144,0.23512430757876196,3,0,0.48883829891834985,1,Medium
4937,46,982031,25,339,202830.36522417428,0.2065417132699215,4,3,0.5781979318248135,0,Medium
4938,33,1446602,14,756,817744.6483358947,0.5652865462206569,2,0,0.25024950630040843,0,Low
4939,59,1424232,13,301,550686.2161253546,0.3866548540724788,0,0,0.4768681843209892,0,Medium
4940,57,2089695,25,768,1247545.663142843,0.5969989223991267,5,1,0.29326852793636876,0,Low
4941,48,2456941,28,405,687010.2267451906,0.2796201564242652,1,0,0.35856219961445446,0,Medium
4942,45,1829278,29,515,598924.4893978372,0.3274103167467368,3,2,0.4116832377216418,0,Medium
4943,36,2124382,2,713,1545858.300412231,0.7276743544297735,5,2,0.41250331382967764,0,Medium
4944,22,469162,6,509,185393.85360566896,0.3951595687751117,5,4,0.582979719469308,1,Medium
4945,38,1901669,3,357,976825.4256667858,0.5136674288042692,2,1,0.5239654270595551,0,Medium
4946,37,695771,10,342,121535.56381872323,0.17467753588281665,2,1,0.4980397321116282,0,Medium
4947,50,2212990,26,437,498322.01883959724,0.22518042053493112,5,2,0.4544669410574432,0,Medium
4948,59,1055584,25,788,132076.15863906548,0.125121410175851,3,1,0.19895876419301234,0,Low
4949,33,640907,11,768,254478.25669761415,0.3970595682331667,1,1,0.25857649944749916,0,Low
4950,52,2369530,14,688,1877245.932775766,0.7922440031465168,6,4,0.47913946210116487,0,Medium
4951,49,942059,5,497,670473.9478195813,0.7117112068560263,0,3,0.5359629116742356,1,Medium
4952,50,2472994,25,501,1342925.3644360688,0.5430362404583549,3,5,0.5284816938858766,1,Medium
4953,38,2399741,23,491,1686460.0896945512,0.7027675443702263,7,0,0.47718508099525736,1,Medium
4954,33,2452070,0,406,1265068.3975417605,0.5159185494466962,5,4,0.6790749358633651,1,High
4955,63,2279681,17,626,816440.8869223052,0.3581382162338964,0,3,0.3185414133477893,0,Medium
4956,41,307711,13,656,68152.5956404577,0.2214824807707807,7,0,0.3625854587515587,0,Medium
4957,50,1566548,28,800,872777.340214897,0.5571341192321569,7,2,0.3440313615266822,0,Medium
4958,41,621574,23,583,146154.35784991083,0.2351358934735218,2,3,0.4148114048418905,0,Medium
4959,37,1578890,6,767,619240.4875431021,0.39219989204004213,5,0,0.253816845940476,0,Low
4960,60,1050506,9,807,712307.4529966097,0.6780612895086842,5,4,0.4223842256939446,0,Medium
4961,39,558989,8,405,106465.33102677463,0.19046051179320994,3,0,0.45288261450871414,1,Medium
4962,35,1173002,1,593,223239.86781752118,0.1903149933397566,0,1,0.3346883732134059,0,Medium
4963,29,1253680,7,365,322298.1742652116,0.25708169091411814,4,5,0.6295483589620444,1,High
4964,30,603874,21,494,293689.35834481986,0.48634211498560936,4,0,0.4613472292308881,1,Medium
4965,64,2017321,0,487,557197.0412207363,0.2762064347819392,4,2,0.522691304099245,1,Medium
4966,51,2105166,19,346,952037.2321455525,0.4522385560785005,5,4,0.6233969153715442,0,High
4967,43,1553159,29,661,483634.8071475969,0.31138782774178103,6,3,0.39947155186870253,0,Medium
4968,50,982121,1,836,446245.8703687937,0.45436954343588387,0,0,0.21049815959626766,0,Low
4969,53,495507,6,786,145848.52848035024,0.29434201430121115,4,4,0.3712039670160864,0,Medium
4970,29,2461096,24,545,1934442.7762925164,0.7860086629259957,2,2,0.4454202302475368,0,Medium
4971,21,765718,15,477,340669.8760786377,0.44490253079937747,5,5,0.6233939939520833,1,High
4972,64,1456013,21,414,903529.4551983688,0.6205504038757681,6,3,0.6235838464894393,1,High
4973,55,1475370,3,464,871032.7636211514,0.5903825912287436,6,0,0.515412367596398,0,Medium
4974,31,634267,20,518,281228.6360897663,0.4433915623700528,0,2,0.43934226450864255,0,Medium
4975,54,956921,26,496,255692.5860393329,0.2672034431675477,6,1,0.45985456532422625,1,Medium
4976,36,2450357,16,700,1121045.1751182138,0.45750279453900544,2,4,0.3433946058749516,0,Medium
4977,29,406948,28,375,234678.82823084836,0.5766801366043042,1,4,0.6390648247413714,1,High
4978,52,1670530,3,725,704869.2573377736,0.42194348939424825,0,0,0.2221129524243042,0,Low
4979,35,1937346,28,586,304836.69533414464,0.15734757515391914,4,2,0.34256680803570994,0,Medium
4980,32,1679912,25,844,189138.37019336596,0.11258826069065878,7,3,0.25298550780246737,0,Low
4981,53,911442,2,598,300332.6858444806,0.329513765927487,4,3,0.47028490002532425,1,Medium
4982,34,2032266,8,593,416933.08417016553,0.20515674826531838,5,3,0.3958258467382008,0,Medium
4983,28,1757931,21,746,1290907.047647652,0.7343331721481969,1,3,0.35156238144262636,0,Medium
4984,28,428514,14,713,95594.13255214004,0.2230828690594474,5,0,0.29275307008894574,0,Low
4985,47,304983,19,730,114672.96747717263,0.3759978998080963,7,0,0.3443638963252556,0,Medium
4986,32,995269,2,529,595622.9713533099,0.5984542584500371,3,4,0.5803432951532109,1,Medium
4987,21,1325926,11,395,889424.7459849189,0.6707951620112427,1,2,0.5532864945667507,1,Medium
4988,63,467806,14,738,203214.55553495412,0.4343992072246917,4,1,0.3332498525271894,0,Medium
4989,60,941800,28,470,213595.06643442862,0.2267945067258745,7,0,0.4529533590254257,0,Medium
4990,62,366786,19,616,106231.002832145,0.28962665650309716,4,3,0.4443058393525675,1,Medium
4991,31,1713387,7,843,673837.2641189656,0.393277913348803,3,1,0.19993179098144892,0,Low
4992,59,1809491,11,790,642760.539623337,0.35521621252790814,6,4,0.3508930397350189,0,Medium
4993,63,382673,20,687,131666.65500306876,0.34407093001875955,1,3,0.3662821577786437,0,Medium
4994,51,1219372,12,371,234482.3837689391,0.19229766122966502,2,5,0.5807665703278511,1,Medium
4995,37,939157,14,831,694334.9015486789,0.7393171765196649,1,2,0.30334044534722304,0,Medium
4996,53,1593520,10,538,192544.4232211301,0.12082962449240053,2,1,0.3266329171062723,0,Medium
4997,52,581872,16,388,237404.64270592338,0.40800148951302584,4,4,0.6353506279866388,1,High
4998,49,733073,20,834,576360.3522316007,0.7862250447521607,4,0,0.30000866903701223,0,Medium
4999,41,1769975,23,453,994383.915034133,0.5618067571768715,1,2,0.4726510960241188,1,Medium
5000,41,781537,26,489,272590.3087313739,0.34878746461315835,4,3,0.5190698464964653,1,Medium
5001,60,949307,11,714,192014.72172313975,0.20226830911721894,5,1,0.29878874113080306,0,Low
5002,43,2386866,19,453,1849130.9255230925,0.7747108239520327,6,4,0.622818174141056,1,High
5003,26,1747072,29,638,191811.8268473132,0.10979045331120481,5,1,0.29174620633323667,0,Low
5004,42,695380,17,816,401214.3021970774,0.5769712994292004,7,2,0.3747709790777593,0,Medium
5005,58,2117389,28,334,1516254.2803683053,0.7160962300117292,6,0,0.5760498839423369,1,Medium
5006,57,1739788,15,825,204620.54286474388,0.11761234292036954,6,0,0.16180432520745056,0,Low
5007,28,2022341,2,836,1228819.7018737537,0.6076224048633507,5,5,0.40430183664366587,0,Medium
5008,61,1875685,29,517,1499022.0043533612,0.7991864328783145,7,2,0.5600523108180872,0,Medium
5009,55,617234,26,553,338089.7556131819,0.5477497280013446,3,3,0.5104214321611155,0,Medium
5010,31,1764308,8,502,688565.7695781838,0.3902752634903791,0,1,0.3700483892637324,0,Medium
5011,44,2276553,29,400,1621089.0065968914,0.7120805035493974,2,3,0.5596223789782777,1,Medium
5012,41,2181462,6,660,1064390.8770817197,0.4879254724958398,4,4,0.42266427683683033,0,Medium
5013,22,1522178,18,477,950765.4584995123,0.6246085927529581,6,3,0.5823756785232506,1,Medium
5014,60,1452849,4,575,743052.7843391662,0.5114452942729535,6,5,0.5748893845688764,1,Medium
5015,39,2239480,18,611,283974.49506343884,0.1268037647415645,2,2,0.2817070485053874,0,Low
5016,59,523626,9,709,130488.38031580934,0.24920149174374331,6,5,0.46433681679030714,0,Medium
5017,48,1242302,19,587,192723.90184362093,0.15513450179072474,1,0,0.2679841710074956,0,Low
5018,37,2483697,11,824,433855.7527575467,0.17468143366825611,3,5,0.25332433746958194,0,Low
5019,26,1403035,7,700,155433.6126874384,0.1107838455116504,2,2,0.2625613431283041,0,Low
5020,39,1865831,29,516,736658.9717712692,0.39481548530990707,4,2,0.43735150208362644,0,Medium
5021,58,391954,2,769,88211.65517080043,0.2250561422279156,0,1,0.244211856324371,0,Low
5022,48,2158126,18,326,1508503.2362913014,0.6989875643457802,5,2,0.6236187476470098,0,High
5023,22,1244545,26,721,777873.3270109788,0.6250262762784623,3,4,0.4238752109074481,0,Medium
5024,58,913667,10,313,457951.73372546287,0.5012238963708472,6,1,0.630230566806637,1,High
5025,57,583197,7,800,257956.74708102024,0.44231494174527686,1,1,0.2537390044529515,0,Low
5026,24,1182816,25,624,330133.46538005944,0.2791080484031831,4,3,0.4033161624878294,0,Medium
5027,42,796626,12,623,344513.68051788834,0.43246602611248985,3,5,0.49963216122649406,0,Medium
5028,46,2252553,25,584,1236337.3503253446,0.5488604931050877,6,2,0.43850314545418434,0,Medium
5029,63,2046176,22,388,1325022.1441636689,0.6475602021349429,7,3,0.636012826513945,1,High
5030,56,532415,22,344,83683.630115321,0.15717744638171538,4,3,0.5836295725061568,1,Medium
5031,33,754318,9,797,449517.1669596161,0.5959252821218851,1,5,0.3970253234373641,0,Medium
5032,52,578429,17,797,358574.4499196075,0.6199109137328997,1,1,0.2844135653151225,0,Low
5033,37,623733,11,444,306427.88545962446,0.49128054064739957,0,3,0.5300037578264496,1,Medium
5034,61,2411096,6,817,602830.508838244,0.2500234369922409,6,3,0.26456084739844815,0,Low
5035,56,925329,25,381,441779.0946175124,0.4774292112508226,6,1,0.5764876672651496,1,Medium
5036,39,2223884,10,466,1004958.5403736719,0.4518934172707173,3,1,0.4277350117658318,0,Medium
5037,55,1927255,9,404,834495.7632683546,0.4329970674707574,0,0,0.4033273953123333,0,Medium
5038,60,301607,2,787,127413.2560890177,0.42244794082702886,0,2,0.3058495505896482,0,Medium
5039,48,1608890,29,609,285703.3017455343,0.17757789640406385,6,0,0.3135712346920682,0,Medium
5040,21,2075405,6,381,473243.68427477946,0.22802473940015536,0,5,0.5253290076202908,0,Medium
5041,62,1294426,28,393,217635.0301480021,0.16813246191593964,5,1,0.4775444814920101,0,Medium
5042,38,1855317,3,620,500442.9650568373,0.2697344793675891,6,4,0.4568121379514399,1,Medium
5043,60,1196020,28,642,340188.4511770777,0.28443374791147114,2,3,0.3634292903794281,0,Medium
5044,53,1338525,7,660,363480.6172534851,0.2715531030451318,1,3,0.3384644258038316,0,Medium
5045,32,1621874,7,365,401657.6600741202,0.24765034772992242,0,1,0.4357914731823481,0,Medium
5046,28,1211974,5,728,745116.0787080671,0.6147954318393523,2,3,0.38735458524232935,0,Medium
5047,44,2012983,12,700,1354729.0636454527,0.6729957797186825,2,0,0.2857981176620182,0,Low
5048,36,1961393,11,470,645252.1093346458,0.3289764516007989,2,3,0.4560625140431035,1,Medium
5049,24,1555522,2,367,487796.49269554415,0.31359022417911425,0,4,0.5611941345327924,1,Medium
5050,58,1014090,5,791,700556.3358923646,0.6908226448267556,2,2,0.3403844787489009,0,Medium
5051,64,1768084,21,333,949013.307427001,0.5367467311660538,0,5,0.6201714407786652,1,High
5052,47,768897,18,300,234826.39333073236,0.30540682735234026,3,5,0.6784457862223477,1,High
5053,29,601635,10,450,360697.39215522987,0.5995286048106075,1,5,0.6237623988841993,0,High
5054,36,1922200,3,557,655883.4098811361,0.3412149671632172,4,0,0.3599523960300461,0,Medium
5055,32,1473767,14,318,752489.115657555,0.5105889300395212,0,2,0.5483792272200256,0,Medium
5056,51,366538,1,334,291340.4644585682,0.7948438209914612,1,2,0.6969565948476429,1,High
5057,44,1453146,14,670,452097.06197737454,0.3111160626512233,0,4,0.34530949374236586,0,Medium
5058,34,987933,16,790,742301.44042045,0.7513682004958332,5,5,0.47624906265073275,1,Medium
5059,45,2228347,1,540,723002.091789845,0.3244566899992887,3,4,0.4858873281297278,1,Medium
5060,54,495392,6,306,236896.7977375568,0.47820069306237645,6,4,0.7420062767942934,1,High
5061,23,1477569,25,848,623517.3516098448,0.42198865271932806,1,4,0.264699565948461,0,Low
5062,44,1571688,15,670,1018786.5403548515,0.6482116936407554,1,5,0.45185598755931994,1,Medium
5063,62,2207561,4,549,315162.20253282035,0.14276488963739636,2,0,0.28036742104436235,0,Low
5064,29,447083,15,414,240971.30474895134,0.5389856128480648,6,4,0.6793326337384442,1,High
5065,46,1432113,24,636,905764.013770558,0.632466861044176,0,0,0.3093906703906534,0,Medium
5066,40,885273,18,441,381111.26231232204,0.43050139596748355,0,3,0.5062252443609608,0,Medium
5067,60,1889908,1,784,328286.1376056555,0.17370482457646377,4,2,0.2682875020581499,0,Low
5068,30,731508,14,737,198504.57806297406,0.27136350943936915,2,5,0.38215956803506,0,Medium
5069,39,946592,3,387,545019.8997109619,0.5757706590706047,6,3,0.6726411011647703,1,High
5070,23,436322,1,762,317121.52164138795,0.7268061698502206,2,3,0.4524797825414727,0,Medium
5071,44,558116,26,347,220526.15651327933,0.3951260249003421,4,1,0.5676380349175384,1,Medium
5072,25,2430239,22,780,1196378.5286015878,0.49228842455478156,2,5,0.32871283411479596,0,Medium
5073,23,1424528,9,823,370191.41571891034,0.25986952570880345,2,3,0.24074603189500746,0,Low
5074,47,2094631,21,510,813867.4503360564,0.3885493198258101,3,3,0.4476908577313958,0,Medium
5075,36,2433520,23,543,817061.3131039526,0.3357528654393441,5,1,0.37076864754674327,0,Medium
5076,35,1993512,28,538,1114109.8323314656,0.5588678835800666,1,5,0.49831254140925113,0,Medium
5077,55,2382535,4,496,1880509.3017804825,0.7892892661725778,6,3,0.5835434662215285,1,Medium
5078,32,883188,17,534,591128.694406634,0.6693124163899804,4,1,0.49232428506731796,0,Medium
5079,61,2150502,28,486,504325.42694905173,0.23451520944832963,7,0,0.39596760138809856,1,Medium
5080,64,1727206,3,589,871159.5527017054,0.5043750153147368,3,2,0.42573481501099936,0,Medium
5081,46,2168058,0,520,317594.91492132115,0.1464882004638811,5,4,0.5440038915213476,0,Medium
5082,54,1970663,17,796,537677.349833438,0.2728408407898449,3,3,0.24851798293430377,0,Low
5083,43,2445222,19,795,539299.515204218,0.22055237324227328,7,0,0.18630159464845467,0,Low
5084,51,2140174,5,601,716705.4848304001,0.3348818763476241,3,2,0.35934777024787984,0,Medium
5085,40,700337,19,486,402812.6770469622,0.5751697783309495,2,0,0.4522282678739821,0,Medium
5086,32,1386240,19,749,623219.2941499474,0.44957532184177873,5,1,0.30516676306965446,0,Medium
5087,43,1216358,13,711,915961.9490271434,0.7530364818804525,5,0,0.3689789504020645,0,Medium
5088,24,1856610,26,544,462155.1364857978,0.2489241878939561,4,3,0.4210942711526249,0,Medium
5089,43,2136301,25,612,758272.3543460072,0.3549464023777582,2,3,0.35940936834767956,0,Medium
5090,21,1847053,9,795,611183.9340655828,0.33089680375472863,7,5,0.3872972407509457,0,Medium
5091,45,611356,17,321,162116.04495865127,0.26517453817195097,2,4,0.619344015397738,0,High
5092,22,2462383,8,367,1958135.0725953728,0.7952195383883712,7,4,0.6990233351524217,1,High
5093,50,1981141,11,691,735117.9830272188,0.3710578818101381,3,3,0.33733823073432206,0,Medium
5094,23,1518692,9,615,1151709.6252290274,0.758356286349719,0,0,0.35046903181539835,0,Medium
5095,41,1632467,23,364,609451.2423082578,0.3733314316970927,4,5,0.6299498574216696,1,High
5096,45,1815301,23,840,440871.5799567204,0.24286417511846267,4,5,0.2936339551968527,0,Low
5097,40,2494999,20,511,457693.67309292353,0.1834444314778978,3,3,0.3902352466418999,0,Medium
5098,42,1077725,18,499,753215.7896555499,0.6988942352228537,3,0,0.46815378416008685,0,Medium
5099,41,2445655,5,477,299515.32845837384,0.12246834833955478,6,3,0.4564120584124997,0,Medium
5100,53,1643961,13,722,1274195.0642885834,0.775076211837497,1,2,0.3521399192506163,0,Medium
5101,58,2334252,24,761,916739.770744988,0.3927338482498839,3,0,0.1886701961434833,0,Low
5102,35,1822905,7,343,497948.45902440103,0.27316204575905,2,1,0.4754240013596022,0,Medium
5103,35,559966,22,730,298020.78861047537,0.5322122925507538,6,1,0.38046956667502935,1,Medium
5104,45,2031126,13,467,392086.7234193861,0.19303909428533045,3,4,0.4710900515843388,1,Medium
5105,41,372832,10,586,56111.92493872409,0.15050190149644904,7,2,0.4522780093901989,1,Medium
5106,44,1632103,23,636,1108929.684401162,0.6794483463366968,4,1,0.39809689125868136,0,Medium
5107,25,1089106,15,470,432668.6420683639,0.3972695422377288,0,3,0.4739578502657275,0,Medium
5108,26,1724820,19,482,798209.5062472973,0.46277843847317246,0,1,0.3927447058764527,0,Medium
5109,63,1720089,5,315,384761.9028469311,0.22368720621254545,2,3,0.5516265219351498,0,Medium
5110,64,2088976,14,795,298717.2408444397,0.14299697116885962,0,2,0.14670702090043858,0,Low
5111,43,1392370,14,409,497693.3176743163,0.3574432928562927,3,5,0.5959540317314317,1,Medium
5112,24,2330934,13,605,1058948.8560517319,0.45430237666606255,0,5,0.4106750633851605,0,Medium
5113,47,2318422,20,305,1474056.0352649908,0.6358014353146195,3,5,0.6788606365001533,1,High
5114,38,2434707,11,572,1097411.068636099,0.4507364001648244,7,4,0.4980014242753891,1,Medium
5115,41,2059144,1,660,1333820.6412980747,0.647754912380132,5,5,0.5395228848136888,1,Medium
5116,48,1118838,7,484,202289.206241675,0.18080294577201972,1,1,0.38110187434920906,0,Medium
5117,55,2437414,18,399,352874.0292411154,0.14477394043076613,4,4,0.5008642431237472,1,Medium
5118,42,2226328,13,389,470206.4288056937,0.21120267490041617,7,5,0.6036939084865767,1,High
5119,60,2225635,4,545,1425315.5470195967,0.64040848882211,5,5,0.5745757782839025,1,Medium
5120,43,2280413,23,538,1440151.870788303,0.631531161587091,2,2,0.42637326210096793,1,Medium
5121,23,723751,26,380,143995.66291766692,0.19895746315744908,1,0,0.42792177971181694,1,Medium
5122,60,389023,8,414,47341.01055905794,0.12169206077547584,0,5,0.5473431487207518,1,Medium
5123,30,2375550,12,575,1377100.0524981662,0.5796973553485156,2,2,0.39218120733343936,0,Medium
5124,45,464772,8,379,324734.9174729836,0.6986972482700843,6,2,0.6777012392066863,1,High
5125,28,1390092,13,478,872804.5522669981,0.6278753868571275,3,2,0.5166986700986983,0,Medium
5126,31,555623,4,608,134438.1446044041,0.24195928643055473,7,0,0.40016693728611097,0,Medium
5127,25,2488256,1,808,1265620.3810148274,0.508637528057735,7,0,0.27892453833881975,0,Low
5128,57,2101220,6,559,1324096.39964496,0.6301560044378789,7,2,0.5014499333551082,0,Medium
5129,58,628784,15,591,175481.09731193402,0.2790800931829277,1,0,0.3160185547404816,0,Medium
5130,49,2391862,10,590,1122750.9319836,0.46940456095861716,4,3,0.4198947438800351,0,Medium
5131,25,1263208,10,841,404381.0285880289,0.32012228278163923,4,2,0.2454571755173668,0,Low
5132,29,1522017,22,362,392532.43396767456,0.2579027921289148,7,5,0.6555931590581939,1,High
5133,22,2007582,11,704,1563329.2558720973,0.7787125287395968,1,1,0.3209673642760579,0,Medium
5134,21,1435583,12,779,1060619.3039067015,0.7388073722708485,1,3,0.3474979946140099,0,Medium
5135,60,1042003,7,624,429271.2788582497,0.411967411666041,1,2,0.3713172584371043,0,Medium
5136,50,2444880,23,680,478572.16215386626,0.19574464274478348,0,1,0.18370221339744155,0,Low
5137,31,809958,15,609,493697.8405080902,0.6095351123244541,7,5,0.5991223388285272,1,Medium
5138,48,1215357,20,642,339073.4108864704,0.2789907910897542,5,1,0.3457379907720634,0,Medium
5139,64,1357721,0,774,295932.2147022125,0.21796246408666617,5,4,0.429075860609541,0,Medium
5140,32,1961442,12,355,719987.1277272943,0.36707031241672927,7,4,0.6376486901756535,1,High
